MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
13017200,2013,Feb,23,Fire,TRASH - Trash Fire,B3,AFD,00-1406,3F,Code 1,-,"(30302022, 97715147)"
13017220,2013,Feb,23,Fire,AUTO - Auto Fire,B3,AFD,00-1802,2F,Code 3,-,"(30306994, 97676225)"
13017265,2013,Feb,23,Fire,GRASS - Small Grass Fire,B1,AFD,00-1905,3F,Code 3,-,"(30321419, 97756138)"
13017292,2013,Feb,23,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 3,-,"(30240849, 97727621)"
13017325,2013,Feb,23,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0804,4F,Left Blank,-,"(30362148, 97717441)"
13017332,2013,Feb,23,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 3,-,"(30230773, 97721155)"
13017336,2013,Feb,23,Fire,DUMP - Dumpster Fire,B3,AFD,00-1804,3F,Code 3,-,"(30326066, 97692308)"
13017341,2013,Feb,23,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 1,-,"(30217952, 97774597)"
13017344,2013,Feb,23,Fire,GRASS - Small Grass Fire,B1,AFD,00-0903,3F,Code 3,-,"(30316689, 97721865)"
13017374,2013,Feb,23,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2401,4F,Code 1,-,"(30191283, 97731155)"
13017405,2013,Feb,24,Fire,TRASH - Trash Fire,B3,AFD,00-0801,3F,Code 1,-,"(30368484, 97712574)"
13017408,2013,Feb,24,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,-,"(30258965, 97738721)"
13017523,2013,Feb,24,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,-,"(30262577, 97722112)"
13017541,2013,Feb,24,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,-,"(30264626, 97737841)"
13017580,2013,Feb,24,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 1,-,"(30378494, 97706365)"
13017612,2013,Feb,24,Fire,BBQ - Unsafe Cooking,B5,AFD,00-0701,4F,Code 3,-,"(30252258, 97734878)"
13017623,2013,Feb,24,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,-,"(30250239, 97885987)"
13017628,2013,Feb,24,Fire,TRASH - Trash Fire,B2,AFD,00-3907,3F,Code 3,-,"(30442227, 97822815)"
13017637,2013,Feb,24,Fire,TRASH - Trash Fire,B4,AFD,00-2002,3F,Code 3,-,"(30193965, 97829405)"
13017644,2013,Feb,24,Fire,DUMP - Dumpster Fire,B3,AFD,00-2803,3F,Code 3,-,"(30410555, 97695846)"
13017689,2013,Feb,24,Fire,TRASH - Trash Fire,B3,AFD,00-2607,3F,Code 3,-,"(30305935, 97661021)"
13017756,2013,Feb,25,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Code 3,-,"(30176586, 97833995)"
13017828,2013,Feb,25,Fire,TRASH - Trash Fire,B2,AFD,00-3403,3F,Code 3,-,"(30476099, 97800765)"
13017833,2013,Feb,25,Fire,TRASH - Trash Fire,B3,AFD,00-0806,3F,Code 1,-,"(30385198, 97723693)"
13017864,2013,Feb,25,Fire,BRSHL - Brush Alarm / Light,B5,AFD,00-3501,2F,Code 3,-,"(30211177, 97737671)"
13017880,2013,Feb,25,Fire,BRSHL - Brush Alarm / Light,B5,AFD,00-4203,2F,Left Blank,-,"(30167354, 97659302)"
13017905,2013,Feb,25,Fire,BRSHL - Brush Alarm / Light,B2,AFD,00-3403,2F,Code 3,-,"(30469544, 97802761)"
13017952,2013,Feb,25,Fire,TRASH - Trash Fire,B4,AFD,00-3606,3F,Code 3,-,"(30197387, 97788689)"
13017978,2013,Feb,25,Fire,GRASS - Small Grass Fire,B4,AFD,00-2701,3F,Code 3,-,"(30217289, 97840044)"
13018082,2013,Feb,25,Fire,GRASS - Small Grass Fire,B1,AFD,00-0203,3F,Code 3,-,"(30274263, 97730481)"
13018100,2013,Feb,25,Fire,BRSHL - Brush Alarm / Light,B2,AFD,00-3403,2F,Code 3,-,"(30469544, 97802761)"
13018113,2013,Feb,25,Fire,GRASS - Small Grass Fire,B3,AFD,00-4003,3F,Code 3,-,"(30377222, 97658611)"
13018215,2013,Feb,25,Fire,GRASS - Small Grass Fire,B3,AFD,00-0805,3F,Code 3,-,"(30371613, 97728935)"
13018227,2013,Feb,25,Fire,GRASS - Small Grass Fire,B3,AFD,00-1801,3F,Code 3,-,"(30312419, 97670868)"
13018233,2013,Feb,25,Fire,GRASS - Small Grass Fire,B3,AFD,00-0805,3F,Code 3,-,"(30370438, 97730356)"
13018240,2013,Feb,25,Fire,AUTO - Auto Fire,B4,AFD,00-3601,2F,Code 3,-,"(30167105, 97788557)"
13018263,2013,Feb,25,Fire,BRSHL - Brush Alarm / Light,B1,AFD,00-1903,2F,Code 3,-,"(30351516, 97762976)"
13018335,2013,Feb,25,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,3F,Code 3,-,"(30201722, 97788901)"
13018375,2013,Feb,25,Fire,BRSHL - Brush Alarm / Light,B2,AFD,00-2104,2F,Code 3,-,"(30375992, 97738849)"
13018644,2013,Feb,26,Fire,AUTO - Auto Fire,B2,AFD,00-2104,2F,Code 3,-,"(30364583, 97743457)"
13018657,2013,Feb,26,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30263218, 97705882)"
13018706,2013,Feb,26,Fire,TRASH - Trash Fire,B4,AFD,00-2702,3F,Code 1,-,"(30227337, 97843558)"
13018861,2013,Feb,27,Fire,DUMP - Dumpster Fire,B3,AFD,00-0801,3F,Code 3,-,"(30371442, 97714596)"
13018895,2013,Feb,27,Fire,DUMP - Dumpster Fire,B4,AFD,00-1705,3F,Code 3,-,"(30236071, 97797842)"
13018900,2013,Feb,27,Fire,GRASS - Small Grass Fire,B4,AFD,00-2004,3F,Code 3,-,"(30219011, 97807129)"
13018921,2013,Feb,27,Fire,TRASH - Trash Fire,B5,AFD,00-0604,3F,Code 3,-,"(30253275, 97755483)"
13018941,2013,Feb,27,Fire,GRASS - Small Grass Fire,B3,AFD,00-2301,3F,Code 3,-,"(30376949, 97675583)"
13019111,2013,Feb,27,Fire,AUTO - Auto Fire,B3,AFD,00-1401,2F,Code 3,-,"(30303832, 97698939)"
13019116,2013,Feb,27,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Code 3,-,"(30194995, 97737783)"
13019135,2013,Feb,27,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 3,-,"(30283797, 97741906)"
13019233,2013,Feb,28,Fire,ELEC - Electrical Fire,B2,AFD,00-3101,3F,Code 3,-,"(30357799, 97795654)"
13019444,2013,Feb,28,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Left Blank,-,"(30176738, 97827805)"
13019479,2013,Feb,28,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 3,-,"(30177789, 97753613)"
13019485,2013,Feb,28,Fire,AUTO - Auto Fire,B1,AFD,00-1605,2F,Code 3,-,"(30330117, 97723709)"
13019537,2013,Mar,1,Fire,TRASH - Trash Fire,B4,AFD,00-2001,3F,Code 3,-,"(30210493, 97803635)"
13019601,2013,Mar,1,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 3,-,"(30285024, 97739768)"
13019606,2013,Mar,1,Fire,AUTO - Auto Fire,B3,AFD,00-4006,2F,Code 3,-,"(30431032, 97670341)"
13019664,2013,Mar,1,Fire,GRASS - Small Grass Fire,B4,AFD,00-3203,3F,Code 3,-,"(30265542, 97782747)"
13019700,2013,Mar,1,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 1,-,"(30183708, 97766713)"
13019734,2013,Mar,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-2606,3F,Code 3,-,"(30294644, 97647005)"
13019771,2013,Mar,1,Fire,ELEC - Electrical Fire,B3,AFD,00-1802,3F,Code 1,-,"(30308437, 97695869)"
13019777,2013,Mar,1,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Code 3,-,"(30178441, 97807541)"
13019799,2013,Mar,1,Fire,TRASH - Trash Fire,B2,AFD,00-3808,3F,Left Blank,-,"(30441134, 97781164)"
13019806,2013,Mar,1,Fire,ELEC - Electrical Fire,B5,AFD,00-0601,3F,Code 1,-,"(30235579, 97745421)"
13019809,2013,Mar,1,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3005,4F,Code 3,-,"(30367302, 97684627)"
13019812,2013,Mar,1,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,-,"(30232049, 97718725)"
13019834,2013,Mar,1,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 3,-,"(30283467, 97737407)"
13019885,2013,Mar,1,Fire,TRASH - Trash Fire,B1,AFD,00-1601,3F,Code 3,-,"(30338224, 97727879)"
13019890,2013,Mar,1,Fire,TRASH - Trash Fire,B1,AFD,00-1601,3F,Code 3,-,"(30339524, 97730662)"
13020015,2013,Mar,2,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 3,-,"(30281892, 97681903)"
13020069,2013,Mar,2,Fire,TRASH - Trash Fire,B4,AFD,00-3209,3F,Left Blank,-,"(30274959, 97824706)"
13020116,2013,Mar,2,Fire,AUTO - Auto Fire,B3,AFD,00-1805,2F,Code 3,-,"(30326066, 97692308)"
13020130,2013,Mar,2,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 1,-,"(30263405, 97721728)"
13020139,2013,Mar,2,Fire,BRSHL - Brush Alarm / Light,B1,AFD,00-1902,2F,Code 3,-,"(30351092, 97772867)"
13020157,2013,Mar,2,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1805,4F,Code 1,-,"(30327458, 97676857)"
13020158,2013,Mar,2,Fire,TRASH - Trash Fire,B2,AFD,00-3406,3F,Code 3,-,"(30455944, 97752786)"
13020171,2013,Mar,2,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 1,-,"(30376554, 97697285)"
13020180,2013,Mar,2,Fire,GRASS - Small Grass Fire,B3,AFD,00-4004,3F,Code 3,-,"(30382142, 97651421)"
13020194,2013,Mar,2,Fire,ELEC - Electrical Fire,B3,AFD,00-0807,3F,Code 3,-,"(30389111, 97743968)"
13020203,2013,Mar,2,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,-,"(30296462, 97747968)"
13020207,2013,Mar,2,Fire,AUTO - Auto Fire,B4,AFD,00-1707,2F,Code 3,-,"(30225385, 97751186)"
13020209,2013,Mar,2,Fire,ELEC - Electrical Fire,B2,AFD,00-4501,3F,Code 3,-,"(30493853, 97769917)"
13020213,2013,Mar,2,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 1,-,"(30286633, 97751114)"
13020251,2013,Mar,2,Fire,GRASS - Small Grass Fire,B4,AFD,00-3603,3F,Left Blank,-,"(30111228, 97808351)"
13020274,2013,Mar,3,Fire,TRASH - Trash Fire,B4,AFD,00-3606,3F,Code 1,-,"(30183275, 97786233)"
13020275,2013,Mar,3,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,-,"(30264502, 97718805)"
13020334,2013,Mar,3,Fire,TRASH - Trash Fire,B5,AFD,00-1505,3F,Code 3,-,"(30260717, 97666542)"
13020354,2013,Mar,3,Fire,ELEC - Electrical Fire,B3,AFD,00-0802,3F,Code 3,-,"(30364631, 97706807)"
13020356,2013,Mar,3,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30265426, 97700597)"
13020402,2013,Mar,3,Fire,AUTO - Auto Fire,B1,AFD,00-0302,2F,Code 3,-,"(30298234, 97758081)"
13020410,2013,Mar,3,Fire,TRASH - Trash Fire,B3,AFD,00-4001,3F,Code 3,-,"(30399167, 97648437)"
13020423,2013,Mar,3,Fire,TRASH - Trash Fire,B5,AFD,00-2401,3F,Code 3,-,"(30184342, 97745516)"
13020445,2013,Mar,3,Fire,AUTO - Auto Fire,B1,AFD,00-1002,2F,Code 3,-,"(30292582, 97760958)"
13020452,2013,Mar,3,Fire,TRASH - Trash Fire,B4,AFD,00-2002,3F,Code 3,-,"(30200297, 97820248)"
13020489,2013,Mar,3,Fire,AUTO - Auto Fire,B1,AFD,00-0401,2F,Code 3,-,"(30271539, 97753964)"
13020532,2013,Mar,3,Fire,BBQ - Unsafe Cooking,B4,AFD,00-3201,4F,Code 1,-,"(30259244, 97803418)"
13020533,2013,Mar,3,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 3,-,"(30248206, 97785441)"
13020563,2013,Mar,3,Fire,TRASH - Trash Fire,B4,AFD,00-2002,3F,Code 3,-,"(30194296, 97811093)"
13020595,2013,Mar,3,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,-,"(30156755, 97813351)"
13020610,2013,Mar,3,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,-,"(30278742, 97713846)"
13020764,2013,Mar,4,Fire,GRASS - Small Grass Fire,B5,AFD,00-2401,3F,Code 3,-,"(30184485, 97744895)"
13020843,2013,Mar,4,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3005,4F,Code 3,-,"(30376079, 97685389)"
13020873,2013,Mar,4,Fire,TRASH - Trash Fire,B2,AFD,00-3809,3F,Code 3,-,"(30447933, 97779646)"
13020883,2013,Mar,4,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 1,-,"(30313582, 97704183)"
13020884,2013,Mar,4,Fire,GRASS - Small Grass Fire,B5,AFD,00-0702,3F,Code 3,-,"(30250828, 97718623)"
13020898,2013,Mar,4,Fire,TRASH - Trash Fire,B4,AFD,00-3209,3F,Left Blank,-,"(30268256, 97821035)"
13020926,2013,Mar,4,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Code 1,-,"(30200954, 97740589)"
13020936,2013,Mar,4,Fire,GRASS - Small Grass Fire,B2,AFD,00-4401,3F,Code 3,-,"(30428655, 97778839)"
13020997,2013,Mar,5,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,-,"(30209791, 97777331)"
13021013,2013,Mar,5,Fire,BOXL- Structure Fire,B4,AFD,00-1101,1F,Code 3,-,"(30248842, 97782188)"
13021015,2013,Mar,5,Fire,TRASH - Trash Fire,B5,AFD,00-0702,3F,Code 3,-,"(30259721, 97714059)"
13021112,2013,Mar,5,Fire,BRSHL - Brush Alarm / Light,B3,AFD,00-2607,2F,Code 3,-,"(30314445, 97663289)"
13021113,2013,Mar,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-4103,3F,Code 3,-,"(30343179, 97615824)"
13021142,2013,Mar,5,Fire,BRSHL - Brush Alarm / Light,B4,AFD,00-1707,2F,Code 3,-,"(30219201, 97755821)"
13021154,2013,Mar,5,Fire,ELEC - Electrical Fire,B3,AFD,00-4004,3F,Code 3,-,"(30387489, 97664397)"
13021158,2013,Mar,5,Fire,BRSHL - Brush Alarm / Light,B4,AFD,00-2702,2F,Code 3,-,"(30228721, 97829084)"
13021198,2013,Mar,5,Fire,DUMP - Dumpster Fire,B1,AFD,00-1204,3F,Code 3,-,"(30327168, 97732385)"
13021236,2013,Mar,5,Fire,TRASH - Trash Fire,B3,AFD,00-0803,3F,Code 3,-,"(30358027, 97710748)"
13021266,2013,Mar,5,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 3,-,"(30280472, 97757059)"
13021304,2013,Mar,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-2605,3F,Code 3,-,"(30276794, 97637274)"
13021327,2013,Mar,6,Fire,DUMP - Dumpster Fire,B1,AFD,00-0101,3F,Code 3,-,"(30266577, 97733869)"
13021415,2013,Mar,6,Fire,AUTO - Auto Fire,B2,AFD,00-3802,2F,Code 3,-,"(30457035, 97824146)"
13021450,2013,Mar,6,Fire,ELEC - Electrical Fire,B4,AFD,00-1705,3F,Code 3,-,"(30228073, 97778158)"
13021493,2013,Mar,6,Fire,GRASS - Small Grass Fire,B1,AFD,00-0101,3F,Code 3,-,"(30265662, 97731122)"
13021501,2013,Mar,6,Fire,TRASH - Trash Fire,B2,AFD,00-3401,3F,Left Blank,-,"(30467719, 97784556)"
13021523,2013,Mar,6,Fire,GRASS - Small Grass Fire,B2,AFD,00-2104,3F,Code 3,-,"(30368678, 97741656)"
13021568,2013,Mar,6,Fire,TRASH - Trash Fire,B5,AFD,00-3502,3F,Code 1,-,"(30222176, 97734479)"
13021570,2013,Mar,6,Fire,TRASH - Trash Fire,B3,AFD,00-1804,3F,Code 3,-,"(30330534, 97692121)"
13021588,2013,Mar,6,Fire,ELEC - Electrical Fire,B5,AFD,00-2204,3F,Code 3,-,"(30232049, 97718725)"
13021616,2013,Mar,6,Fire,DUMP - Dumpster Fire,B2,AFD,00-3802,3F,Code 3,-,"(30457576, 97797107)"
13021885,2013,Mar,7,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,-,"(30239875, 97690241)"
13021918,2013,Mar,7,Fire,TRASH - Trash Fire,B3,AFD,00-2607,3F,Code 3,-,"(30314445, 97663289)"
13021927,2013,Mar,7,Fire,TRASH - Trash Fire,B1,AFD,00-0303,3F,Code 1,-,"(30295617, 97734735)"
13021930,2013,Mar,7,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2304,4F,Code 1,-,"(30349354, 97688727)"
13021977,2013,Mar,8,Fire,TRASH - Trash Fire,B2,AFD,00-3404,3F,Code 3,-,"(30480162, 97800482)"
13022013,2013,Mar,8,Fire,AUTO - Auto Fire,B5,AFD,00-1502,2F,Code 3,-,"(30244311, 97690053)"
13021855,2013,Mar,7,Fire,ELEC - Electrical Fire,B3,AFD,00-2303,3F,Code 3,-,"(30328177, 97671938)"
13022072,2013,Mar,8,Fire,AUTO - Auto Fire,B5,AFD,00-3504,2F,Code 3,-,"(30200071, 97683983)"
13022124,2013,Mar,8,Fire,ELEC - Electrical Fire,B1,AFD,00-0303,3F,Code 3,-,"(30290924, 97726883)"
13022126,2013,Mar,8,Fire,TRASH - Trash Fire,B3,AFD,00-4001,3F,Code 3,-,"(30390033, 97646857)"
13022244,2013,Mar,8,Fire,AUTO - Auto Fire,B5,AFD,00-0602,2F,Code 3,-,"(30226892, 97745333)"
13022247,2013,Mar,8,Fire,TRASH - Trash Fire,B4,AFD,00-2904,3F,Code 3,-,"(30153862, 97837199)"
13022284,2013,Mar,8,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,-,"(30307129, 97686679)"
13022314,2013,Mar,8,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Code 3,-,"(30187863, 97829554)"
13022322,2013,Mar,8,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 1,-,"(30285268, 97712945)"
13022332,2013,Mar,9,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 3,-,"(30287481, 97743692)"
13022336,2013,Mar,9,Fire,ELEC - Electrical Fire,B2,AFD,00-3809,3F,Code 3,-,"(30449042, 97770377)"
13022394,2013,Mar,9,Fire,ELEC - Electrical Fire,B4,AFD,00-1702,3F,Code 3,-,"(30216881, 97782557)"
13022586,2013,Mar,9,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 1,-,"(30230773, 97721155)"
13022643,2013,Mar,9,Fire,TRASH - Trash Fire,B5,AFD,00-1503,3F,Code 3,-,"(30251917, 97704272)"
13000006,2013,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,-,"(30368606, 97697237)"
13000016,2013,Jan,1,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,-,"(30222548, 97695303)"
13000207,2013,Jan,1,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3001,4F,Code 1,-,"(30370405, 97699856)"
13000231,2013,Jan,1,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3005,4F,Code 1,-,"(30370851, 97691617)"
13022914,2013,Mar,10,Fire,ELEC - Electrical Fire,B3,AFD,00-2801,3F,Code 3,-,"(0.0, 0.0)"
13022949,2013,Mar,10,Fire,BOXL- Structure Fire,B3,AFD,00-1802,1F,Code 3,-,"(30300021, 97681371)"
13022967,2013,Mar,10,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 1,-,"(30276862, 97700329)"
13022991,2013,Mar,11,Fire,DUMP - Dumpster Fire,B3,AFD,00-0806,3F,Code 3,-,"(30376701, 97729742)"
13023065,2013,Mar,10,Fire,DUMP - Dumpster Fire,B5,AFD,00-0505,3F,Code 3,-,"(0.0, 0.0)"
13023160,2013,Mar,11,Fire,GRASS - Small Grass Fire,B1,AFD,00-1605,3F,Code 3,-,"(30330656, 97728588)"
13023225,2013,Mar,11,Fire,AUTO - Auto Fire,B1,AFD,00-1606,2F,Code 3,-,"(30345384, 97737525)"
13023238,2013,Mar,11,Fire,AUTO - Auto Fire,B2,AFD,00-3403,2F,Code 3,-,"(30472854, 97799185)"
13023248,2013,Mar,11,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 3,-,"(30192819, 97764236)"
13023275,2013,Mar,11,Fire,ELEC - Electrical Fire,B4,AFD,00-1702,3F,Code 1,-,"(30215784, 97781317)"
13023278,2013,Mar,11,Fire,TRASH - Trash Fire,B5,AFD,00-0702,3F,Code 3,-,"(30252459, 97714284)"
13023286,2013,Mar,12,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,-,"(30368521, 97703939)"
13023288,2013,Mar,12,Fire,GRASS - Small Grass Fire,B5,AFD,00-2205,3F,Code 3,-,"(30227577, 97698521)"
13023299,2013,Mar,12,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30275809, 97707059)"
13023357,2013,Mar,12,Fire,AUTO - Auto Fire,B2,AFD,00-3801,2F,Code 3,-,"(30448649, 97790937)"
13023398,2013,Mar,12,Fire,ELEC - Electrical Fire,B5,AFD,00-2402,3F,Code 3,-,"(30204929, 97736454)"
13023555,2013,Mar,12,Fire,DUMP - Dumpster Fire,B5,AFD,00-2402,3F,Code 3,-,"(30204929, 97736454)"
13023596,2013,Mar,12,Fire,DUMP - Dumpster Fire,B3,AFD,00-2301,3F,Code 3,-,"(30359599, 97685152)"
13000271,2013,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-0804,3F,Code 1,-,"(30362878, 97720848)"
13000281,2013,Jan,1,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,-,"(30251905, 97727779)"
13000291,2013,Jan,1,Fire,AUTO - Auto Fire,B5,AFD,00-2201,2F,Code 3,-,"(30230773, 97721155)"
13000320,2013,Jan,1,Fire,ELEC - Electrical Fire,B1,AFD,00-1903,3F,Left Blank,-,"(30350125, 97750853)"
13000484,2013,Jan,2,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,-,"(30392903, 97694429)"
13000543,2013,Jan,2,Fire,ELEC - Electrical Fire,B1,AFD,00-0303,3F,Code 3,-,"(30296051, 97736506)"
13023767,2013,Mar,13,Fire,AUTO - Auto Fire,B3,AFD,00-0801,2F,Code 3,-,"(30369482, 97715455)"
13023778,2013,Mar,13,Fire,AUTO - Auto Fire,B3,AFD,00-2301,2F,Code 3,-,"(30358065, 97687407)"
13023785,2013,Mar,13,Fire,AUTO - Auto Fire,B4,AFD,00-3611,2F,Code 3,-,"(30169726, 97783941)"
13023787,2013,Mar,13,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 3,-,"(30255621, 97760586)"
13023815,2013,Mar,13,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Code 3,-,"(30178389, 97830996)"
13023848,2013,Mar,13,Fire,TRASH - Trash Fire,B5,AFD,00-1503,3F,Code 3,-,"(30251479, 97699588)"
13023954,2013,Mar,14,Fire,AUTO - Auto Fire,B3,AFD,00-2306,2F,Code 3,-,"(30352857, 97691818)"
13024026,2013,Mar,14,Fire,ELEC - Electrical Fire,B4,AFD,00-1104,3F,Code 3,-,"(30262089, 97761511)"
13024091,2013,Mar,14,Fire,DUMP - Dumpster Fire,B2,AFD,00-3808,3F,Code 3,-,"(30447695, 97789639)"
13024115,2013,Mar,14,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,-,"(30394079, 97745978)"
13024187,2013,Mar,14,Fire,TRASH - Trash Fire,B5,AFD,00-2206,3F,Code 3,-,"(30217998, 97698289)"
13024196,2013,Mar,14,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2902,4F,Code 1,-,"(30198671, 97840054)"
13024248,2013,Mar,14,Fire,TRASH - Trash Fire,B4,AFD,00-4302,3F,Code 3,-,"(30195606, 97908304)"
13024265,2013,Mar,15,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 3,-,"(30282629, 97722781)"
13024334,2013,Mar,15,Fire,AUTO - Auto Fire,B5,AFD,00-3501,2F,Code 3,-,"(30215578, 97740033)"
13024387,2013,Mar,15,Fire,GRASS - Small Grass Fire,B3,AFD,00-1803,3F,Code 3,-,"(30309272, 97703713)"
13024479,2013,Mar,15,Fire,AUTO - Auto Fire,B5,AFD,00-0602,2F,Code 3,-,"(30237884, 97752094)"
13024575,2013,Mar,15,Fire,TRASH - Trash Fire,B2,AFD,00-3801,3F,Code 3,-,"(30444151, 97796597)"
13000745,2013,Jan,3,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,-,"(30227819, 97694849)"
13000747,2013,Jan,3,Fire,DUMP - Dumpster Fire,B4,AFD,00-2903,3F,Code 3,-,"(30176738, 97827805)"
13000780,2013,Jan,3,Fire,TRASH - Trash Fire,B3,AFD,00-0802,3F,Code 3,-,"(30358102, 97699786)"
13000803,2013,Jan,3,Fire,DUMP - Dumpster Fire,B2,AFD,00-2101,3F,Code 3,-,"(30358231, 97752414)"
13024762,2013,Mar,16,Fire,TRASH - Trash Fire,B5,AFD,00-2206,3F,Code 3,-,"(30219322, 97703014)"
13000931,2013,Jan,3,Fire,GRASS - Small Grass Fire,B2,AFD,00-2104,2F,Code 3,-,"(30367932, 97741919)"
13000940,2013,Jan,3,Fire,ELEC - Electrical Fire,B1,AFD,00-1901,3F,Code 3,-,"(30341484, 97763604)"
13000946,2013,Jan,3,Fire,ELEC - Electrical Fire,B3,AFD,00-4001,3F,Code 3,-,"(30392812, 97659238)"
13024773,2013,Mar,16,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Left Blank,-,"(30267746, 97734368)"
13024774,2013,Mar,16,Fire,TRASH - Trash Fire,B5,AFD,00-2401,3F,Code 3,-,"(30192164, 97756566)"
13024792,2013,Mar,16,Fire,GRASS - Small Grass Fire,B3,AFD,00-2306,3F,Left Blank,-,"(30361218, 97698031)"
13024800,2013,Mar,16,Fire,BBQ - Unsafe Cooking,B5,AFD,00-0501,4F,Code 3,-,"(30274026, 97690159)"
13024813,2013,Mar,16,Fire,GRASS - Small Grass Fire,B5,AFD,00-0701,3F,Code 3,-,"(30260815, 97732165)"
13024881,2013,Mar,16,Fire,GRASS - Small Grass Fire,B3,AFD,00-2807,3F,Code 3,-,"(30437696, 97749477)"
13025011,2013,Mar,17,Fire,TRASH - Trash Fire,B4,AFD,00-2901,3F,Code 1,-,"(30201204, 97843263)"
13001019,2013,Jan,4,Fire,ELEC - Electrical Fire,B5,AFD,00-1504,3F,Code 3,-,"(30264407, 97697639)"
13025017,2013,Mar,17,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,-,"(30265913, 97731718)"
13025051,2013,Mar,17,Fire,TRASH - Trash Fire,B1,AFD,00-0303,3F,Code 3,-,"(30294842, 97728944)"
